Date,USD_INR
2025-06-09,85.7853012084961
2025-06-10,85.75599670410156
2025-06-11,85.65280151367188
2025-06-12,85.46980285644531
2025-06-13,85.68840026855469
2025-06-16,86.24919891357422
2025-06-17,86.10420227050781
2025-06-18,86.36270141601562
2025-06-19,86.61360168457031
2025-06-20,86.58380126953125
2025-06-23,86.5802993774414
2025-06-24,86.23300170898438
2025-06-25,85.90480041503906
2025-06-26,86.006103515625
2025-06-27,85.66639709472656
2025-06-30,85.4552993774414
2025-07-01,85.71399688720703
2025-07-02,85.6427993774414
2025-07-03,85.69409942626953
2025-07-04,85.31909942626953
2025-07-07,85.49629974365234
2025-07-08,85.89199829101562
2025-07-09,85.7073974609375
2025-07-10,85.70850372314453
2025-07-11,85.73480224609375
2025-07-14,85.82129669189453
2025-07-15,85.96839904785156
2025-07-16,85.99310302734375
2025-07-17,85.88520050048828
2025-07-18,86.04650115966797
2025-07-21,86.14859771728516
2025-07-22,86.19529724121094
2025-07-23,86.3427963256836
2025-07-24,86.39869689941406
2025-07-25,86.4302978515625
2025-07-28,86.506103515625
2025-07-29,86.77760314941406
2025-07-30,87.06320190429688
2025-07-31,87.714599609375
2025-08-01,87.4894027709961
2025-08-04,87.24530029296875
2025-08-05,87.89330291748047
2025-08-06,87.72309875488281
2025-08-07,87.76249694824219
2025-08-08,87.43319702148438
2025-08-11,87.48829650878906
2025-08-12,87.66449737548828
2025-08-13,87.59559631347656
2025-08-14,87.44999694824219
2025-08-15,87.69180297851562
2025-08-18,87.51280212402344
2025-08-19,87.29509735107422
2025-08-20,87.0791015625
2025-08-21,87.01820373535156
2025-08-22,87.29340362548828
2025-08-25,87.3301010131836
2025-08-26,87.60859680175781
2025-08-27,87.60070037841797
2025-08-28,87.65910339355469
2025-08-29,87.5916976928711
2025-09-01,88.17430114746094
2025-09-02,88.00140380859375
2025-09-03,87.99829864501953
2025-09-04,88.072998046875
2025-09-05,88.19290161132812
2025-09-08,88.1863021850586
2025-09-09,87.98049926757812
2025-09-10,88.21829986572266
2025-09-11,88.05339813232422
2025-09-12,88.2676010131836
2025-09-15,88.27729797363281
2025-09-16,88.12349700927734
2025-09-17,87.88459777832031
2025-09-18,87.91069793701172
2025-09-19,88.20690155029297
2025-09-22,88.09919738769531
2025-09-23,88.30439758300781
2025-09-24,88.80799865722656
2025-09-25,88.77860260009766
2025-09-26,88.77310180664062
2025-09-29,88.67680358886719
2025-09-30,88.70449829101562
2025-10-01,88.8406982421875
2025-10-02,88.68299865722656
2025-10-03,88.72019958496094
2025-10-06,88.73509979248047
2025-10-07,88.72109985351562
2025-10-08,88.74259948730469
2025-10-09,88.7771987915039
2025-10-10,88.86540222167969
2025-10-13,88.7573013305664
2025-10-14,88.66510009765625
2025-10-15,88.78250122070312
2025-10-16,87.80950164794922
2025-10-17,87.9906997680664
2025-10-20,88.0022964477539
2025-10-21,87.87999725341797
2025-10-22,88.00160217285156
2025-10-23,87.74030303955078
2025-10-24,87.77899932861328
2025-10-27,87.8290023803711
2025-10-28,88.22209930419922
2025-10-29,88.22550201416016
2025-10-30,88.34559631347656
2025-10-31,88.6344985961914
2025-11-03,88.77539825439453
2025-11-04,88.72339630126953
2025-11-05,88.73200225830078
2025-11-06,88.55690002441406
2025-11-07,88.6729965209961
2025-11-10,88.65799713134766
2025-11-11,88.70709991455078
2025-11-12,88.46649932861328
2025-11-13,88.59400177001953
2025-11-14,88.81610107421875
2025-11-17,88.68199920654297
2025-11-18,88.63590240478516
2025-11-19,88.55680084228516
2025-11-20,88.48719787597656
2025-11-21,88.69219970703125
2025-11-24,89.63400268554688
2025-11-25,89.14779663085938
2025-11-26,89.15059661865234
2025-11-27,89.16300201416016
2025-11-28,89.36479949951172
2025-12-01,89.3499984741211
2025-12-02,89.61270141601562
2025-12-03,89.91719818115234
2025-12-04,90.17050170898438
2025-12-05,89.8364028930664
2025-12-08,89.93800354003906
2025-12-09,90.12999725341797
2025-12-10,89.91690063476562
2025-12-11,89.79299926757812
2025-12-12,90.25299835205078
2025-12-15,90.5770034790039
2025-12-16,90.77690124511719
2025-12-17,90.94889831542969
2025-12-18,90.4136962890625
2025-12-19,90.25579833984375
2025-12-22,89.56999969482422
2025-12-23,89.60389709472656
2025-12-24,89.50789642333984
2025-12-26,90.10590362548828
2025-12-29,89.82929992675781
2025-12-30,89.76100158691406
